,phone,name1,name2,levenshteinDistance,maxLength,normalized,jaccard
29,3037705531,C E PARISH GENERAL AGENT,PCM NETWORKING,19,24,0.7916666666666666,0.0
30,3037705531,C E PARISH GENERAL AGENT,GREENBERG TRAURIG: HARRIS FRED F,24,32,0.75,0.0
31,3037705531,C E PARISH GENERAL AGENT,SERGENT MECHANICAL,20,24,0.8333333333333334,0.0
32,3037705531,C E PARISH GENERAL AGENT,SRT ENTERPRISES INC.,21,24,0.875,0.0
33,3037705531,C E PARISH GENERAL AGENT,JANGOMAIL,21,24,0.875,0.0
34,3037705531,C E PARISH GENERAL AGENT,CHAMBER OF COMMERCE ISLE OF WIGHT SMITHFIELD WINDSOR,42,52,0.8076923076923077,0.0
35,3037705531,C E PARISH GENERAL AGENT,KUKURIN CHIROPRACTIC,19,24,0.7916666666666666,0.0
36,3037705531,C E PARISH GENERAL AGENT,FISHERMEN'S SPOT,18,24,0.75,0.0
37,3037705531,C E PARISH GENERAL AGENT,ONE CORNER AT A TIME EMPLOYMENT SERVICE,29,39,0.7435897435897436,0.0
38,3037705531,C E PARISH GENERAL AGENT,H & O DIE SUPPLY INC,18,24,0.75,0.0
39,3037705531,C E PARISH GENERAL AGENT,ASPT INC,20,24,0.8333333333333334,0.0
40,3037705531,C E PARISH GENERAL AGENT,SOUTH HARRISON SCHOOL DISTRICT R-2,26,34,0.7647058823529411,0.0
41,3037705531,C E PARISH GENERAL AGENT,DESIPDX,22,24,0.9166666666666666,0.0
42,3037705531,C E PARISH GENERAL AGENT,KNIFE RIVER CORPORATION,20,24,0.8333333333333334,0.0
43,3037705531,C E PARISH GENERAL AGENT,ALEXANDER LAW FIRM PC,21,24,0.875,0.0
44,3037705531,C E PARISH GENERAL AGENT,OKLAHOMA LIBRARY ASSOCIATION,24,28,0.8571428571428571,0.0
45,3037705531,C E PARISH GENERAL AGENT,AUCTIONS BY SMITH,21,24,0.875,0.0
46,3037705531,C E PARISH GENERAL AGENT,LASER PRINTER SERVICES,18,24,0.75,0.0
47,3037705531,C E PARISH GENERAL AGENT,SHARED TECHNOLOGIES INC,20,24,0.8333333333333334,0.0
48,3037705531,C E PARISH GENERAL AGENT,JOHN LOWE,20,24,0.8333333333333334,0.0
49,3037705531,C E PARISH GENERAL AGENT,US GLOBALSAT INC,18,24,0.75,0.0
50,3037705531,C E PARISH GENERAL AGENT,PUTNAM HIGH SCHOOL JROTC,20,24,0.8333333333333334,0.0
51,3037705531,C E PARISH GENERAL AGENT,LACROSSE AMERICA,19,24,0.7916666666666666,0.0
52,3037705531,C E PARISH GENERAL AGENT,WALTERS WHOLESALE ELECTRIC CO,23,29,0.7931034482758621,0.0
53,3037705531,C E PARISH GENERAL AGENT,BADGER BILLING SERVICES INC,22,27,0.8148148148148148,0.0
54,3037705531,C E PARISH GENERAL AGENT,INDUCTION DYNAMICS INC,20,24,0.8333333333333334,0.0
55,3037705531,C E PARISH GENERAL AGENT,B & R AUTO REPAIR,19,24,0.7916666666666666,0.0
56,3037705531,C E PARISH GENERAL AGENT,BLACK MEETINGS & TOURISM MAGAZINE,24,33,0.7272727272727273,0.0
57,3037705531,C E PARISH GENERAL AGENT,ERNST & YOUNG LLP,19,24,0.7916666666666666,0.0
58,3037705531,C E PARISH GENERAL AGENT,AMERIFIRST FINANCIAL INC,18,24,0.75,0.0
59,3037705531,C E PARISH GENERAL AGENT,PINSON WELL LOGGING INC,22,24,0.9166666666666666,0.0
60,3037705531,C E PARISH GENERAL AGENT,COMMUNICO LTD,20,24,0.8333333333333334,0.0
61,3037705531,C E PARISH GENERAL AGENT,METROPOLITAN TRUCKING INC,22,25,0.88,0.0
62,3037705531,C E PARISH GENERAL AGENT,CHRIST LUTHERAN CHURCH,17,24,0.7083333333333334,0.0
63,3037705531,C E PARISH GENERAL AGENT,SHEPHERD & GOLDSTEIN LLP,20,24,0.8333333333333334,0.0
64,3037705531,C E PARISH GENERAL AGENT,ADF SYSTEMS LTD,20,24,0.8333333333333334,0.0
65,3037705531,C E PARISH GENERAL AGENT,A L GEORGE LLC,18,24,0.75,0.0
66,3037705531,C E PARISH GENERAL AGENT,CLASSICAL FIVE ELEMENT ACUPUNCTURE,25,34,0.7352941176470589,0.0
67,3037705531,C E PARISH GENERAL AGENT,SALON 37,21,24,0.875,0.0
68,3037705531,C E PARISH GENERAL AGENT,RAYBRO ELECTRIC SUPPLIES INC,24,28,0.8571428571428571,0.0
69,3037705531,C E PARISH GENERAL AGENT,BERNARD CONSULTING INC,18,24,0.75,0.0
70,3037705531,C E PARISH GENERAL AGENT,PROCONNECT PUBLIC RELATIONS,23,27,0.8518518518518519,0.0
71,3037705531,C E PARISH GENERAL AGENT,"CLUTTER REHAB, LLC",19,24,0.7916666666666666,0.0
72,3037705531,C E PARISH GENERAL AGENT,INDEPENDENT DNA CONSULTING LLC,26,30,0.8666666666666667,0.0
73,3037705531,C E PARISH GENERAL AGENT,WICKSON CREEK SUD,21,24,0.875,0.0
74,3037705531,C E PARISH GENERAL AGENT,GRUNLOH CONSTRUCTION INCORPORATED,27,33,0.8181818181818182,0.0
75,3037705531,C E PARISH GENERAL AGENT,KNOLL'S READY MIX,20,24,0.8333333333333334,0.0
76,3037705531,C E PARISH GENERAL AGENT,FRED BLOEM MD,20,24,0.8333333333333334,0.0
77,3037705531,C E PARISH GENERAL AGENT,KENT COUNTY PUBLIC SCHOOLS,24,26,0.9230769230769231,0.0
78,3037705531,C E PARISH GENERAL AGENT,NORTHEAST PAVING,19,24,0.7916666666666666,0.0
79,3037705531,C E PARISH GENERAL AGENT,"BARNETT, TIM - SHELTER INSURANCE",25,32,0.78125,0.0
80,3037705531,C E PARISH GENERAL AGENT,CENTRAL ADMIXTURE PHARMACY SVC.,25,31,0.8064516129032258,0.0
81,3037705531,C E PARISH GENERAL AGENT,MPOWER COMMUNICATIONS,20,24,0.8333333333333334,0.0
82,3037705531,C E PARISH GENERAL AGENT,ELIXSON WOOD PRODUCTS INC,24,25,0.96,0.0
83,3037705531,C E PARISH GENERAL AGENT,STEEL TECH LLC,20,24,0.8333333333333334,0.0
84,3037705531,C E PARISH GENERAL AGENT,THOR SOLUTIONS INC,20,24,0.8333333333333334,0.0
85,3037705531,C E PARISH GENERAL AGENT,CRYSTAL RIVER DIALYSIS CENTER,21,29,0.7241379310344828,0.0
86,3037705531,C E PARISH GENERAL AGENT,ROBIN O'CONNELL DESIGN,21,24,0.875,0.0
87,3037705531,MID-WEST FAMILY BROADCASTING,JACOB YOUNG FINANCIAL,23,28,0.8214285714285714,0.0
88,3037705531,MID-WEST FAMILY BROADCASTING,NICK GOULD PHOTOGRAPHY,23,28,0.8214285714285714,0.0
89,3037705531,MID-WEST FAMILY BROADCASTING,TAURUS MARKET RESEARCH,22,28,0.7857142857142857,0.0
90,3037705531,MID-WEST FAMILY BROADCASTING,DESIGN ALLIANCE,22,28,0.7857142857142857,0.0
91,3037705531,MID-WEST FAMILY BROADCASTING,LOCKWOOD LEADERSHIP INTERNATIONAL,26,33,0.7878787878787878,0.0
92,3037705531,MID-WEST FAMILY BROADCASTING,AQUACHAMPS SWIM SCHOOL,25,28,0.8928571428571429,0.0
93,3037705531,MID-WEST FAMILY BROADCASTING,CENTRAL LAKES COLLEGE,23,28,0.8214285714285714,0.0
94,3037705531,MID-WEST FAMILY BROADCASTING,TAGS & LABELS PRINTING INC,21,28,0.75,0.0
95,3037705531,MID-WEST FAMILY BROADCASTING,E B PRO SERVICE,22,28,0.7857142857142857,0.0
96,3037705531,MID-WEST FAMILY BROADCASTING,VITRO PACKAGING,20,28,0.7142857142857143,0.0
97,3037705531,MID-WEST FAMILY BROADCASTING,FACTORY DIRECT APPLIANCE,25,28,0.8928571428571429,0.0
98,3037705531,MID-WEST FAMILY BROADCASTING,DIMARE FRESH,22,28,0.7857142857142857,0.0
99,3037705531,MID-WEST FAMILY BROADCASTING,INDOFF INC.,24,28,0.8571428571428571,0.0
100,3037705531,MID-WEST FAMILY BROADCASTING,BARTLESVILLE ACCOUNTS RECEIVABLE,28,32,0.875,0.0
101,3037705531,MID-WEST FAMILY BROADCASTING,EXECUTIVE APPLIANCE SERVICES,26,28,0.9285714285714286,0.0
102,3037705531,MID-WEST FAMILY BROADCASTING,SAINT PAUL PUBLIC SCHOOLS - #625,28,32,0.875,0.0
103,3037705531,MID-WEST FAMILY BROADCASTING,ALAN ASHMORE CONSTRUCTION,23,28,0.8214285714285714,0.0
104,3037705531,MID-WEST FAMILY BROADCASTING,HANNOVER CONSULTING,22,28,0.7857142857142857,0.0
105,3037705531,MID-WEST FAMILY BROADCASTING,RAY EAST PHOTOGRAPHY,23,28,0.8214285714285714,0.0
106,3037705531,MID-WEST FAMILY BROADCASTING,LAKEWOOD CHAMBER OF COMMERCE,23,28,0.8214285714285714,0.0
107,3037705531,MID-WEST FAMILY BROADCASTING,A&H WINDOWS PLUS INC,23,28,0.8214285714285714,0.0
108,3037705531,MID-WEST FAMILY BROADCASTING,W&S FINANCIAL GROUP DISTRIBUTORS INC,28,36,0.7777777777777778,0.0
109,3037705531,MID-WEST FAMILY BROADCASTING,IMAGES BY KATHARINE,18,28,0.6428571428571429,0.0
110,3037705531,MID-WEST FAMILY BROADCASTING,HAIR INNOVATIONS,22,28,0.7857142857142857,0.0
111,3037705531,MID-WEST FAMILY BROADCASTING,LOFTY LOU'S YARN SHOP,24,28,0.8571428571428571,0.0
112,3037705531,MID-WEST FAMILY BROADCASTING,TEXAS INSTRUMENTS INCORPORATED,26,30,0.8666666666666667,0.0
113,3037705531,MID-WEST FAMILY BROADCASTING,365 RETAIL MARKETS,20,28,0.7142857142857143,0.0
114,3037705531,MID-WEST FAMILY BROADCASTING,LAW OFFICE OF ROBERT BERKE,25,28,0.8928571428571429,0.0
115,3037705531,MID-WEST FAMILY BROADCASTING,PCM NETWORKING,22,28,0.7857142857142857,0.0
116,3037705531,MID-WEST FAMILY BROADCASTING,GREENBERG TRAURIG: HARRIS FRED F,26,32,0.8125,0.0
117,3037705531,MID-WEST FAMILY BROADCASTING,SERGENT MECHANICAL,22,28,0.7857142857142857,0.0
118,3037705531,MID-WEST FAMILY BROADCASTING,SRT ENTERPRISES INC.,23,28,0.8214285714285714,0.0
119,3037705531,MID-WEST FAMILY BROADCASTING,JANGOMAIL,24,28,0.8571428571428571,0.0
120,3037705531,MID-WEST FAMILY BROADCASTING,CHAMBER OF COMMERCE ISLE OF WIGHT SMITHFIELD WINDSOR,42,52,0.8076923076923077,0.0
121,3037705531,MID-WEST FAMILY BROADCASTING,KUKURIN CHIROPRACTIC,21,28,0.75,0.0
122,3037705531,MID-WEST FAMILY BROADCASTING,FISHERMEN'S SPOT,23,28,0.8214285714285714,0.0
123,3037705531,MID-WEST FAMILY BROADCASTING,ONE CORNER AT A TIME EMPLOYMENT SERVICE,31,39,0.7948717948717948,0.0
124,3037705531,MID-WEST FAMILY BROADCASTING,H & O DIE SUPPLY INC,23,28,0.8214285714285714,0.0
125,3037705531,MID-WEST FAMILY BROADCASTING,ASPT INC,24,28,0.8571428571428571,0.0
126,3037705531,MID-WEST FAMILY BROADCASTING,SOUTH HARRISON SCHOOL DISTRICT R-2,29,34,0.8529411764705882,0.0
127,3037705531,MID-WEST FAMILY BROADCASTING,DESIPDX,23,28,0.8214285714285714,0.0
128,3037705531,MID-WEST FAMILY BROADCASTING,KNIFE RIVER CORPORATION,22,28,0.7857142857142857,0.0
129,3037705531,MID-WEST FAMILY BROADCASTING,ALEXANDER LAW FIRM PC,25,28,0.8928571428571429,0.0
130,3037705531,MID-WEST FAMILY BROADCASTING,OKLAHOMA LIBRARY ASSOCIATION,23,28,0.8214285714285714,0.0
131,3037705531,MID-WEST FAMILY BROADCASTING,AUCTIONS BY SMITH,23,28,0.8214285714285714,0.0
132,3037705531,MID-WEST FAMILY BROADCASTING,LASER PRINTER SERVICES,24,28,0.8571428571428571,0.0
133,3037705531,MID-WEST FAMILY BROADCASTING,SHARED TECHNOLOGIES INC,22,28,0.7857142857142857,0.0
134,3037705531,MID-WEST FAMILY BROADCASTING,JOHN LOWE,25,28,0.8928571428571429,0.0
135,3037705531,MID-WEST FAMILY BROADCASTING,US GLOBALSAT INC,20,28,0.7142857142857143,0.0
136,3037705531,MID-WEST FAMILY BROADCASTING,PUTNAM HIGH SCHOOL JROTC,25,28,0.8928571428571429,0.0
137,3037705531,MID-WEST FAMILY BROADCASTING,LACROSSE AMERICA,21,28,0.75,0.0
138,3037705531,MID-WEST FAMILY BROADCASTING,WALTERS WHOLESALE ELECTRIC CO,26,29,0.896551724137931,0.0
139,3037705531,MID-WEST FAMILY BROADCASTING,BADGER BILLING SERVICES INC,20,28,0.7142857142857143,0.0
140,3037705531,MID-WEST FAMILY BROADCASTING,INDUCTION DYNAMICS INC,20,28,0.7142857142857143,0.0
141,3037705531,MID-WEST FAMILY BROADCASTING,B & R AUTO REPAIR,22,28,0.7857142857142857,0.0
142,3037705531,MID-WEST FAMILY BROADCASTING,BLACK MEETINGS & TOURISM MAGAZINE,27,33,0.8181818181818182,0.0
143,3037705531,MID-WEST FAMILY BROADCASTING,ERNST & YOUNG LLP,23,28,0.8214285714285714,0.0
144,3037705531,MID-WEST FAMILY BROADCASTING,AMERIFIRST FINANCIAL INC,20,28,0.7142857142857143,0.0
145,3037705531,MID-WEST FAMILY BROADCASTING,PINSON WELL LOGGING INC,21,28,0.75,0.0
146,3037705531,MID-WEST FAMILY BROADCASTING,COMMUNICO LTD,25,28,0.8928571428571429,0.0
147,3037705531,MID-WEST FAMILY BROADCASTING,METROPOLITAN TRUCKING INC,22,28,0.7857142857142857,0.0
148,3037705531,MID-WEST FAMILY BROADCASTING,CHRIST LUTHERAN CHURCH,23,28,0.8214285714285714,0.0
149,3037705531,MID-WEST FAMILY BROADCASTING,SHEPHERD & GOLDSTEIN LLP,23,28,0.8214285714285714,0.0
150,3037705531,MID-WEST FAMILY BROADCASTING,ADF SYSTEMS LTD,23,28,0.8214285714285714,0.0
151,3037705531,MID-WEST FAMILY BROADCASTING,A L GEORGE LLC,24,28,0.8571428571428571,0.0
152,3037705531,MID-WEST FAMILY BROADCASTING,CLASSICAL FIVE ELEMENT ACUPUNCTURE,29,34,0.8529411764705882,0.0
153,3037705531,MID-WEST FAMILY BROADCASTING,SALON 37,24,28,0.8571428571428571,0.0
154,3037705531,MID-WEST FAMILY BROADCASTING,RAYBRO ELECTRIC SUPPLIES INC,24,28,0.8571428571428571,0.0
155,3037705531,MID-WEST FAMILY BROADCASTING,BERNARD CONSULTING INC,24,28,0.8571428571428571,0.0
156,3037705531,MID-WEST FAMILY BROADCASTING,PROCONNECT PUBLIC RELATIONS,22,28,0.7857142857142857,0.0
157,3037705531,MID-WEST FAMILY BROADCASTING,"CLUTTER REHAB, LLC",24,28,0.8571428571428571,0.0
158,3037705531,MID-WEST FAMILY BROADCASTING,INDEPENDENT DNA CONSULTING LLC,24,30,0.8,0.0
159,3037705531,MID-WEST FAMILY BROADCASTING,WICKSON CREEK SUD,23,28,0.8214285714285714,0.0
160,3037705531,MID-WEST FAMILY BROADCASTING,GRUNLOH CONSTRUCTION INCORPORATED,28,33,0.8484848484848485,0.0
161,3037705531,MID-WEST FAMILY BROADCASTING,KNOLL'S READY MIX,22,28,0.7857142857142857,0.0
162,3037705531,MID-WEST FAMILY BROADCASTING,FRED BLOEM MD,24,28,0.8571428571428571,0.0
163,3037705531,MID-WEST FAMILY BROADCASTING,KENT COUNTY PUBLIC SCHOOLS,23,28,0.8214285714285714,0.0
164,3037705531,MID-WEST FAMILY BROADCASTING,NORTHEAST PAVING,21,28,0.75,0.0
165,3037705531,MID-WEST FAMILY BROADCASTING,"BARNETT, TIM - SHELTER INSURANCE",27,32,0.84375,0.0
166,3037705531,MID-WEST FAMILY BROADCASTING,CENTRAL ADMIXTURE PHARMACY SVC.,26,31,0.8387096774193549,0.0
167,3037705531,MID-WEST FAMILY BROADCASTING,MPOWER COMMUNICATIONS,19,28,0.6785714285714286,0.0
168,3037705531,MID-WEST FAMILY BROADCASTING,ELIXSON WOOD PRODUCTS INC,20,28,0.7142857142857143,0.0
169,3037705531,MID-WEST FAMILY BROADCASTING,STEEL TECH LLC,23,28,0.8214285714285714,0.0
170,3037705531,MID-WEST FAMILY BROADCASTING,THOR SOLUTIONS INC,22,28,0.7857142857142857,0.0
171,3037705531,MID-WEST FAMILY BROADCASTING,CRYSTAL RIVER DIALYSIS CENTER,26,29,0.896551724137931,0.0
172,3037705531,MID-WEST FAMILY BROADCASTING,ROBIN O'CONNELL DESIGN,23,28,0.8214285714285714,0.0
173,3037705531,JACOB YOUNG FINANCIAL,NICK GOULD PHOTOGRAPHY,17,22,0.7727272727272727,0.0
174,3037705531,JACOB YOUNG FINANCIAL,TAURUS MARKET RESEARCH,19,22,0.8636363636363636,0.0
175,3037705531,JACOB YOUNG FINANCIAL,DESIGN ALLIANCE,17,21,0.8095238095238095,0.0
176,3037705531,JACOB YOUNG FINANCIAL,LOCKWOOD LEADERSHIP INTERNATIONAL,24,33,0.7272727272727273,0.0
177,3037705531,JACOB YOUNG FINANCIAL,AQUACHAMPS SWIM SCHOOL,18,22,0.8181818181818182,0.0
178,3037705531,JACOB YOUNG FINANCIAL,CENTRAL LAKES COLLEGE,21,21,1.0,0.0
179,3037705531,JACOB YOUNG FINANCIAL,TAGS & LABELS PRINTING INC,19,26,0.7307692307692307,0.0
180,3037705531,JACOB YOUNG FINANCIAL,E B PRO SERVICE,17,21,0.8095238095238095,0.0
181,3037705531,JACOB YOUNG FINANCIAL,VITRO PACKAGING,18,21,0.8571428571428571,0.0
182,3037705531,JACOB YOUNG FINANCIAL,FACTORY DIRECT APPLIANCE,18,24,0.75,0.0
183,3037705531,JACOB YOUNG FINANCIAL,DIMARE FRESH,19,21,0.9047619047619048,0.0
184,3037705531,JACOB YOUNG FINANCIAL,INDOFF INC.,16,21,0.7619047619047619,0.0
185,3037705531,JACOB YOUNG FINANCIAL,BARTLESVILLE ACCOUNTS RECEIVABLE,25,32,0.78125,0.0
186,3037705531,JACOB YOUNG FINANCIAL,EXECUTIVE APPLIANCE SERVICES,23,28,0.8214285714285714,0.0
187,3037705531,JACOB YOUNG FINANCIAL,SAINT PAUL PUBLIC SCHOOLS - #625,26,32,0.8125,0.0
188,3037705531,JACOB YOUNG FINANCIAL,ALAN ASHMORE CONSTRUCTION,20,25,0.8,0.0
189,3037705531,JACOB YOUNG FINANCIAL,HANNOVER CONSULTING,17,21,0.8095238095238095,0.0
190,3037705531,JACOB YOUNG FINANCIAL,RAY EAST PHOTOGRAPHY,19,21,0.9047619047619048,0.0
191,3037705531,JACOB YOUNG FINANCIAL,LAKEWOOD CHAMBER OF COMMERCE,23,28,0.8214285714285714,0.0
192,3037705531,JACOB YOUNG FINANCIAL,A&H WINDOWS PLUS INC,19,21,0.9047619047619048,0.0
193,3037705531,JACOB YOUNG FINANCIAL,W&S FINANCIAL GROUP DISTRIBUTORS INC,29,36,0.8055555555555556,0.14285714285714285
194,3037705531,JACOB YOUNG FINANCIAL,IMAGES BY KATHARINE,18,21,0.8571428571428571,0.0
195,3037705531,JACOB YOUNG FINANCIAL,HAIR INNOVATIONS,17,21,0.8095238095238095,0.0
196,3037705531,JACOB YOUNG FINANCIAL,LOFTY LOU'S YARN SHOP,17,21,0.8095238095238095,0.0
197,3037705531,JACOB YOUNG FINANCIAL,TEXAS INSTRUMENTS INCORPORATED,24,30,0.8,0.0
198,3037705531,JACOB YOUNG FINANCIAL,365 RETAIL MARKETS,19,21,0.9047619047619048,0.0
199,3037705531,JACOB YOUNG FINANCIAL,LAW OFFICE OF ROBERT BERKE,23,26,0.8846153846153846,0.0
200,3037705531,JACOB YOUNG FINANCIAL,PCM NETWORKING,17,21,0.8095238095238095,0.0
201,3037705531,JACOB YOUNG FINANCIAL,GREENBERG TRAURIG: HARRIS FRED F,26,32,0.8125,0.0
202,3037705531,JACOB YOUNG FINANCIAL,SERGENT MECHANICAL,16,21,0.7619047619047619,0.0
203,3037705531,JACOB YOUNG FINANCIAL,SRT ENTERPRISES INC.,19,21,0.9047619047619048,0.0
204,3037705531,JACOB YOUNG FINANCIAL,JANGOMAIL,14,21,0.6666666666666666,0.0
205,3037705531,JACOB YOUNG FINANCIAL,CHAMBER OF COMMERCE ISLE OF WIGHT SMITHFIELD WINDSOR,42,52,0.8076923076923077,0.0
206,3037705531,JACOB YOUNG FINANCIAL,KUKURIN CHIROPRACTIC,19,21,0.9047619047619048,0.0
207,3037705531,JACOB YOUNG FINANCIAL,FISHERMEN'S SPOT,20,21,0.9523809523809523,0.0
208,3037705531,JACOB YOUNG FINANCIAL,ONE CORNER AT A TIME EMPLOYMENT SERVICE,33,39,0.8461538461538461,0.0
209,3037705531,JACOB YOUNG FINANCIAL,H & O DIE SUPPLY INC,19,21,0.9047619047619048,0.0
210,3037705531,JACOB YOUNG FINANCIAL,ASPT INC,16,21,0.7619047619047619,0.0
211,3037705531,JACOB YOUNG FINANCIAL,SOUTH HARRISON SCHOOL DISTRICT R-2,28,34,0.8235294117647058,0.0
212,3037705531,JACOB YOUNG FINANCIAL,DESIPDX,20,21,0.9523809523809523,0.0
213,3037705531,JACOB YOUNG FINANCIAL,KNIFE RIVER CORPORATION,20,23,0.8695652173913043,0.0
214,3037705531,JACOB YOUNG FINANCIAL,ALEXANDER LAW FIRM PC,20,21,0.9523809523809523,0.0
215,3037705531,JACOB YOUNG FINANCIAL,OKLAHOMA LIBRARY ASSOCIATION,22,28,0.7857142857142857,0.0
216,3037705531,JACOB YOUNG FINANCIAL,AUCTIONS BY SMITH,16,21,0.7619047619047619,0.0
217,3037705531,JACOB YOUNG FINANCIAL,LASER PRINTER SERVICES,18,22,0.8181818181818182,0.0
218,3037705531,JACOB YOUNG FINANCIAL,SHARED TECHNOLOGIES INC,19,23,0.8260869565217391,0.0
219,3037705531,JACOB YOUNG FINANCIAL,JOHN LOWE,17,21,0.8095238095238095,0.0
220,3037705531,JACOB YOUNG FINANCIAL,US GLOBALSAT INC,17,21,0.8095238095238095,0.0
221,3037705531,JACOB YOUNG FINANCIAL,PUTNAM HIGH SCHOOL JROTC,23,24,0.9583333333333334,0.0
222,3037705531,JACOB YOUNG FINANCIAL,LACROSSE AMERICA,15,21,0.7142857142857143,0.0
223,3037705531,JACOB YOUNG FINANCIAL,WALTERS WHOLESALE ELECTRIC CO,24,29,0.8275862068965517,0.0
224,3037705531,JACOB YOUNG FINANCIAL,BADGER BILLING SERVICES INC,20,27,0.7407407407407407,0.0
225,3037705531,JACOB YOUNG FINANCIAL,INDUCTION DYNAMICS INC,17,22,0.7727272727272727,0.0
226,3037705531,JACOB YOUNG FINANCIAL,B & R AUTO REPAIR,16,21,0.7619047619047619,0.0
227,3037705531,JACOB YOUNG FINANCIAL,BLACK MEETINGS & TOURISM MAGAZINE,25,33,0.7575757575757576,0.0
228,3037705531,JACOB YOUNG FINANCIAL,ERNST & YOUNG LLP,16,21,0.7619047619047619,0.16666666666666666
229,3037705531,JACOB YOUNG FINANCIAL,AMERIFIRST FINANCIAL INC,14,24,0.5833333333333334,0.2
230,3037705531,JACOB YOUNG FINANCIAL,PINSON WELL LOGGING INC,19,23,0.8260869565217391,0.0
231,3037705531,JACOB YOUNG FINANCIAL,COMMUNICO LTD,16,21,0.7619047619047619,0.0
232,3037705531,JACOB YOUNG FINANCIAL,METROPOLITAN TRUCKING INC,21,25,0.84,0.0
233,3037705531,JACOB YOUNG FINANCIAL,CHRIST LUTHERAN CHURCH,20,22,0.9090909090909091,0.0
234,3037705531,JACOB YOUNG FINANCIAL,SHEPHERD & GOLDSTEIN LLP,22,24,0.9166666666666666,0.0
235,3037705531,JACOB YOUNG FINANCIAL,ADF SYSTEMS LTD,19,21,0.9047619047619048,0.0
236,3037705531,JACOB YOUNG FINANCIAL,A L GEORGE LLC,17,21,0.8095238095238095,0.0
237,3037705531,JACOB YOUNG FINANCIAL,CLASSICAL FIVE ELEMENT ACUPUNCTURE,27,34,0.7941176470588235,0.0
238,3037705531,JACOB YOUNG FINANCIAL,SALON 37,17,21,0.8095238095238095,0.0
239,3037705531,JACOB YOUNG FINANCIAL,RAYBRO ELECTRIC SUPPLIES INC,24,28,0.8571428571428571,0.0
240,3037705531,JACOB YOUNG FINANCIAL,BERNARD CONSULTING INC,18,22,0.8181818181818182,0.0
241,3037705531,JACOB YOUNG FINANCIAL,PROCONNECT PUBLIC RELATIONS,22,27,0.8148148148148148,0.0
